,PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,FamilySize,IsAlone,Title
594,595,0,2,male,37.0,1,0,26.0,S,2,0,Mr
595,596,0,3,male,36.0,1,1,24.15,S,3,0,Mr
596,597,1,2,female,28.0,0,0,33.0,S,1,1,Miss
597,598,0,3,male,49.0,0,0,0.0,S,1,1,Mr
598,599,0,3,male,28.0,0,0,7.225,C,1,1,Mr
599,600,1,1,male,49.0,1,0,56.9292,C,2,0,Other
600,601,1,2,female,24.0,2,1,27.0,S,4,0,Mrs
601,602,0,3,male,28.0,0,0,7.8958,S,1,1,Mr
602,603,0,1,male,28.0,0,0,42.4,S,1,1,Mr
603,604,0,3,male,44.0,0,0,8.05,S,1,1,Mr
604,605,1,1,male,35.0,0,0,26.55,C,1,1,Mr
605,606,0,3,male,36.0,1,0,15.55,S,2,0,Mr
606,607,0,3,male,30.0,0,0,7.8958,S,1,1,Mr
607,608,1,1,male,27.0,0,0,30.5,S,1,1,Mr
608,609,1,2,female,22.0,1,2,41.5792,C,4,0,Mrs
609,610,1,1,female,40.0,0,0,153.4625,S,1,1,Miss
610,611,0,3,female,39.0,1,5,31.275,S,7,0,Mrs
611,612,0,3,male,28.0,0,0,7.05,S,1,1,Mr
612,613,1,3,female,28.0,1,0,15.5,Q,2,0,Miss
613,614,0,3,male,28.0,0,0,7.75,Q,1,1,Mr
614,615,0,3,male,35.0,0,0,8.05,S,1,1,Mr
615,616,1,2,female,24.0,1,2,65.0,S,4,0,Miss
616,617,0,3,male,34.0,1,1,14.4,S,3,0,Mr
617,618,0,3,female,26.0,1,0,16.1,S,2,0,Mrs
618,619,1,2,female,4.0,2,1,39.0,S,4,0,Miss
619,620,0,2,male,26.0,0,0,10.5,S,1,1,Mr
620,621,0,3,male,27.0,1,0,14.4542,C,2,0,Mr
621,622,1,1,male,42.0,1,0,52.5542,S,2,0,Mr
622,623,1,3,male,20.0,1,1,15.7417,C,3,0,Mr
623,624,0,3,male,21.0,0,0,7.8542,S,1,1,Mr
624,625,0,3,male,21.0,0,0,16.1,S,1,1,Mr
625,626,0,1,male,61.0,0,0,32.3208,S,1,1,Mr
626,627,0,2,male,57.0,0,0,12.35,Q,1,1,Other
627,628,1,1,female,21.0,0,0,77.9583,S,1,1,Miss
628,629,0,3,male,26.0,0,0,7.8958,S,1,1,Mr
629,630,0,3,male,28.0,0,0,7.7333,Q,1,1,Mr
630,631,1,1,male,80.0,0,0,30.0,S,1,1,Mr
631,632,0,3,male,51.0,0,0,7.0542,S,1,1,Mr
632,633,1,1,male,32.0,0,0,30.5,C,1,1,Other
633,634,0,1,male,28.0,0,0,0.0,S,1,1,Mr
634,635,0,3,female,9.0,3,2,27.9,S,6,0,Miss
635,636,1,2,female,28.0,0,0,13.0,S,1,1,Miss
636,637,0,3,male,32.0,0,0,7.925,S,1,1,Mr
637,638,0,2,male,31.0,1,1,26.25,S,3,0,Mr
638,639,0,3,female,41.0,0,5,39.6875,S,6,0,Mrs
639,640,0,3,male,28.0,1,0,16.1,S,2,0,Mr
640,641,0,3,male,20.0,0,0,7.8542,S,1,1,Mr
641,642,1,1,female,24.0,0,0,69.3,C,1,1,Other
642,643,0,3,female,2.0,3,2,27.9,S,6,0,Miss
643,644,1,3,male,28.0,0,0,56.4958,S,1,1,Mr
644,645,1,3,female,0.75,2,1,19.2583,C,4,0,Miss
645,646,1,1,male,48.0,1,0,76.7292,C,2,0,Mr
646,647,0,3,male,19.0,0,0,7.8958,S,1,1,Mr
647,648,1,1,male,56.0,0,0,35.5,C,1,1,Other
648,649,0,3,male,28.0,0,0,7.55,S,1,1,Mr
649,650,1,3,female,23.0,0,0,7.55,S,1,1,Miss
650,651,0,3,male,28.0,0,0,7.8958,S,1,1,Mr
651,652,1,2,female,18.0,0,1,23.0,S,2,0,Miss
652,653,0,3,male,21.0,0,0,8.4333,S,1,1,Mr
653,654,1,3,female,28.0,0,0,7.8292,Q,1,1,Miss
654,655,0,3,female,18.0,0,0,6.75,Q,1,1,Miss
655,656,0,2,male,24.0,2,0,73.5,S,3,0,Mr
656,657,0,3,male,28.0,0,0,7.8958,S,1,1,Mr
657,658,0,3,female,32.0,1,1,15.5,Q,3,0,Mrs
658,659,0,2,male,23.0,0,0,13.0,S,1,1,Mr
659,660,0,1,male,58.0,0,2,113.275,C,3,0,Mr
660,661,1,1,male,50.0,2,0,133.65,S,3,0,Other
661,662,0,3,male,40.0,0,0,7.225,C,1,1,Mr
662,663,0,1,male,47.0,0,0,25.5875,S,1,1,Mr
663,664,0,3,male,36.0,0,0,7.4958,S,1,1,Mr
664,665,1,3,male,20.0,1,0,7.925,S,2,0,Mr
665,666,0,2,male,32.0,2,0,73.5,S,3,0,Mr
666,667,0,2,male,25.0,0,0,13.0,S,1,1,Mr
667,668,0,3,male,28.0,0,0,7.775,S,1,1,Mr
668,669,0,3,male,43.0,0,0,8.05,S,1,1,Mr
669,670,1,1,female,28.0,1,0,52.0,S,2,0,Mrs
670,671,1,2,female,40.0,1,1,39.0,S,3,0,Mrs
671,672,0,1,male,31.0,1,0,52.0,S,2,0,Mr
672,673,0,2,male,70.0,0,0,10.5,S,1,1,Mr
673,674,1,2,male,31.0,0,0,13.0,S,1,1,Mr
674,675,0,2,male,28.0,0,0,0.0,S,1,1,Mr
675,676,0,3,male,18.0,0,0,7.775,S,1,1,Mr
676,677,0,3,male,24.5,0,0,8.05,S,1,1,Mr
677,678,1,3,female,18.0,0,0,9.8417,S,1,1,Miss
678,679,0,3,female,43.0,1,6,46.9,S,8,0,Mrs
679,680,1,1,male,36.0,0,1,512.3292,C,2,0,Mr
680,681,0,3,female,28.0,0,0,8.1375,Q,1,1,Miss
681,682,1,1,male,27.0,0,0,76.7292,C,1,1,Mr
682,683,0,3,male,20.0,0,0,9.225,S,1,1,Mr
683,684,0,3,male,14.0,5,2,46.9,S,8,0,Mr
684,685,0,2,male,60.0,1,1,39.0,S,3,0,Mr
685,686,0,2,male,25.0,1,2,41.5792,C,4,0,Mr
686,687,0,3,male,14.0,4,1,39.6875,S,6,0,Mr
687,688,0,3,male,19.0,0,0,10.1708,S,1,1,Mr
688,689,0,3,male,18.0,0,0,7.7958,S,1,1,Mr
689,690,1,1,female,15.0,0,1,211.3375,S,2,0,Miss
690,691,1,1,male,31.0,1,0,57.0,S,2,0,Mr
691,692,1,3,female,4.0,0,1,13.4167,C,2,0,Miss
692,693,1,3,male,28.0,0,0,56.4958,S,1,1,Mr
693,694,0,3,male,25.0,0,0,7.225,C,1,1,Mr
694,695,0,1,male,60.0,0,0,26.55,S,1,1,Other
695,696,0,2,male,52.0,0,0,13.5,S,1,1,Mr
696,697,0,3,male,44.0,0,0,8.05,S,1,1,Mr
697,698,1,3,female,28.0,0,0,7.7333,Q,1,1,Miss
698,699,0,1,male,49.0,1,1,110.8833,C,3,0,Mr
699,700,0,3,male,42.0,0,0,7.65,S,1,1,Mr
700,701,1,1,female,18.0,1,0,227.525,C,2,0,Mrs
701,702,1,1,male,35.0,0,0,26.2875,S,1,1,Mr
702,703,0,3,female,18.0,0,1,14.4542,C,2,0,Miss
703,704,0,3,male,25.0,0,0,7.7417,Q,1,1,Mr
704,705,0,3,male,26.0,1,0,7.8542,S,2,0,Mr
705,706,0,2,male,39.0,0,0,26.0,S,1,1,Mr
706,707,1,2,female,45.0,0,0,13.5,S,1,1,Mrs
707,708,1,1,male,42.0,0,0,26.2875,S,1,1,Mr
708,709,1,1,female,22.0,0,0,151.55,S,1,1,Miss
709,710,1,3,male,28.0,1,1,15.2458,C,3,0,Master
710,711,1,1,female,24.0,0,0,49.5042,C,1,1,Other
711,712,0,1,male,28.0,0,0,26.55,S,1,1,Mr
712,713,1,1,male,48.0,1,0,52.0,S,2,0,Mr
713,714,0,3,male,29.0,0,0,9.4833,S,1,1,Mr
714,715,0,2,male,52.0,0,0,13.0,S,1,1,Mr
715,716,0,3,male,19.0,0,0,7.65,S,1,1,Mr
716,717,1,1,female,38.0,0,0,227.525,C,1,1,Miss
717,718,1,2,female,27.0,0,0,10.5,S,1,1,Miss
718,719,0,3,male,28.0,0,0,15.5,Q,1,1,Mr
719,720,0,3,male,33.0,0,0,7.775,S,1,1,Mr
720,721,1,2,female,6.0,0,1,33.0,S,2,0,Miss
721,722,0,3,male,17.0,1,0,7.0542,S,2,0,Mr
722,723,0,2,male,34.0,0,0,13.0,S,1,1,Mr
723,724,0,2,male,50.0,0,0,13.0,S,1,1,Mr
724,725,1,1,male,27.0,1,0,53.1,S,2,0,Mr
725,726,0,3,male,20.0,0,0,8.6625,S,1,1,Mr
726,727,1,2,female,30.0,3,0,21.0,S,4,0,Mrs
727,728,1,3,female,28.0,0,0,7.7375,Q,1,1,Miss
728,729,0,2,male,25.0,1,0,26.0,S,2,0,Mr
729,730,0,3,female,25.0,1,0,7.925,S,2,0,Miss
730,731,1,1,female,29.0,0,0,211.3375,S,1,1,Miss
731,732,0,3,male,11.0,0,0,18.7875,C,1,1,Mr
732,733,0,2,male,28.0,0,0,0.0,S,1,1,Mr
733,734,0,2,male,23.0,0,0,13.0,S,1,1,Mr
734,735,0,2,male,23.0,0,0,13.0,S,1,1,Mr
735,736,0,3,male,28.5,0,0,16.1,S,1,1,Mr
736,737,0,3,female,48.0,1,3,34.375,S,5,0,Mrs
737,738,1,1,male,35.0,0,0,512.3292,C,1,1,Mr
738,739,0,3,male,28.0,0,0,7.8958,S,1,1,Mr
739,740,0,3,male,28.0,0,0,7.8958,S,1,1,Mr
740,741,1,1,male,28.0,0,0,30.0,S,1,1,Mr
741,742,0,1,male,36.0,1,0,78.85,S,2,0,Mr
742,743,1,1,female,21.0,2,2,262.375,C,5,0,Miss
743,744,0,3,male,24.0,1,0,16.1,S,2,0,Mr
744,745,1,3,male,31.0,0,0,7.925,S,1,1,Mr
745,746,0,1,male,70.0,1,1,71.0,S,3,0,Other
746,747,0,3,male,16.0,1,1,20.25,S,3,0,Mr
747,748,1,2,female,30.0,0,0,13.0,S,1,1,Miss
748,749,0,1,male,19.0,1,0,53.1,S,2,0,Mr
749,750,0,3,male,31.0,0,0,7.75,Q,1,1,Mr
750,751,1,2,female,4.0,1,1,23.0,S,3,0,Miss
751,752,1,3,male,6.0,0,1,12.475,S,2,0,Master
752,753,0,3,male,33.0,0,0,9.5,S,1,1,Mr
753,754,0,3,male,23.0,0,0,7.8958,S,1,1,Mr
754,755,1,2,female,48.0,1,2,65.0,S,4,0,Mrs
755,756,1,2,male,0.67,1,1,14.5,S,3,0,Master
756,757,0,3,male,28.0,0,0,7.7958,S,1,1,Mr
757,758,0,2,male,18.0,0,0,11.5,S,1,1,Mr
758,759,0,3,male,34.0,0,0,8.05,S,1,1,Mr
759,760,1,1,female,33.0,0,0,86.5,S,1,1,Other
760,761,0,3,male,28.0,0,0,14.5,S,1,1,Mr
761,762,0,3,male,41.0,0,0,7.125,S,1,1,Mr
762,763,1,3,male,20.0,0,0,7.2292,C,1,1,Mr
763,764,1,1,female,36.0,1,2,120.0,S,4,0,Mrs
764,765,0,3,male,16.0,0,0,7.775,S,1,1,Mr
765,766,1,1,female,51.0,1,0,77.9583,S,2,0,Mrs
766,767,0,1,male,28.0,0,0,39.6,C,1,1,Other
767,768,0,3,female,30.5,0,0,7.75,Q,1,1,Miss
768,769,0,3,male,28.0,1,0,24.15,Q,2,0,Mr
769,770,0,3,male,32.0,0,0,8.3625,S,1,1,Mr
770,771,0,3,male,24.0,0,0,9.5,S,1,1,Mr
771,772,0,3,male,48.0,0,0,7.8542,S,1,1,Mr
772,773,0,2,female,57.0,0,0,10.5,S,1,1,Mrs
773,774,0,3,male,28.0,0,0,7.225,C,1,1,Mr
774,775,1,2,female,54.0,1,3,23.0,S,5,0,Mrs
775,776,0,3,male,18.0,0,0,7.75,S,1,1,Mr
776,777,0,3,male,28.0,0,0,7.75,Q,1,1,Mr
777,778,1,3,female,5.0,0,0,12.475,S,1,1,Miss
778,779,0,3,male,28.0,0,0,7.7375,Q,1,1,Mr
779,780,1,1,female,43.0,0,1,211.3375,S,2,0,Mrs
780,781,1,3,female,13.0,0,0,7.2292,C,1,1,Miss
781,782,1,1,female,17.0,1,0,57.0,S,2,0,Mrs
782,783,0,1,male,29.0,0,0,30.0,S,1,1,Mr
783,784,0,3,male,28.0,1,2,23.45,S,4,0,Mr
784,785,0,3,male,25.0,0,0,7.05,S,1,1,Mr
785,786,0,3,male,25.0,0,0,7.25,S,1,1,Mr
786,787,1,3,female,18.0,0,0,7.4958,S,1,1,Miss
787,788,0,3,male,8.0,4,1,29.125,Q,6,0,Master
788,789,1,3,male,1.0,1,2,20.575,S,4,0,Master
789,790,0,1,male,46.0,0,0,79.2,C,1,1,Mr
790,791,0,3,male,28.0,0,0,7.75,Q,1,1,Mr
791,792,0,2,male,16.0,0,0,26.0,S,1,1,Mr
792,793,0,3,female,28.0,8,2,69.55,S,11,0,Miss
793,794,0,1,male,28.0,0,0,30.6958,C,1,1,Mr
794,795,0,3,male,25.0,0,0,7.8958,S,1,1,Mr
795,796,0,2,male,39.0,0,0,13.0,S,1,1,Mr
796,797,1,1,female,49.0,0,0,25.9292,S,1,1,Other
797,798,1,3,female,31.0,0,0,8.6833,S,1,1,Mrs
798,799,0,3,male,30.0,0,0,7.2292,C,1,1,Mr
799,800,0,3,female,30.0,1,1,24.15,S,3,0,Mrs
800,801,0,2,male,34.0,0,0,13.0,S,1,1,Mr
801,802,1,2,female,31.0,1,1,26.25,S,3,0,Mrs
802,803,1,1,male,11.0,1,2,120.0,S,4,0,Master
803,804,1,3,male,0.42,0,1,8.5167,C,2,0,Master
804,805,1,3,male,27.0,0,0,6.975,S,1,1,Mr
805,806,0,3,male,31.0,0,0,7.775,S,1,1,Mr
806,807,0,1,male,39.0,0,0,0.0,S,1,1,Mr
807,808,0,3,female,18.0,0,0,7.775,S,1,1,Miss
808,809,0,2,male,39.0,0,0,13.0,S,1,1,Mr
809,810,1,1,female,33.0,1,0,53.1,S,2,0,Mrs
810,811,0,3,male,26.0,0,0,7.8875,S,1,1,Mr
811,812,0,3,male,39.0,0,0,24.15,S,1,1,Mr
812,813,0,2,male,35.0,0,0,10.5,S,1,1,Mr
813,814,0,3,female,6.0,4,2,31.275,S,7,0,Miss
814,815,0,3,male,30.5,0,0,8.05,S,1,1,Mr
815,816,0,1,male,28.0,0,0,0.0,S,1,1,Mr
816,817,0,3,female,23.0,0,0,7.925,S,1,1,Miss
817,818,0,2,male,31.0,1,1,37.0042,C,3,0,Mr
818,819,0,3,male,43.0,0,0,6.45,S,1,1,Mr
819,820,0,3,male,10.0,3,2,27.9,S,6,0,Master
820,821,1,1,female,52.0,1,1,93.5,S,3,0,Mrs
821,822,1,3,male,27.0,0,0,8.6625,S,1,1,Mr
822,823,0,1,male,38.0,0,0,0.0,S,1,1,Other
823,824,1,3,female,27.0,0,1,12.475,S,2,0,Mrs
824,825,0,3,male,2.0,4,1,39.6875,S,6,0,Master
825,826,0,3,male,28.0,0,0,6.95,Q,1,1,Mr
826,827,0,3,male,28.0,0,0,56.4958,S,1,1,Mr
827,828,1,2,male,1.0,0,2,37.0042,C,3,0,Master
828,829,1,3,male,28.0,0,0,7.75,Q,1,1,Mr
829,830,1,1,female,62.0,0,0,80.0,S,1,1,Mrs
830,831,1,3,female,15.0,1,0,14.4542,C,2,0,Mrs
831,832,1,2,male,0.83,1,1,18.75,S,3,0,Master
832,833,0,3,male,28.0,0,0,7.2292,C,1,1,Mr
833,834,0,3,male,23.0,0,0,7.8542,S,1,1,Mr
834,835,0,3,male,18.0,0,0,8.3,S,1,1,Mr
835,836,1,1,female,39.0,1,1,83.1583,C,3,0,Miss
836,837,0,3,male,21.0,0,0,8.6625,S,1,1,Mr
837,838,0,3,male,28.0,0,0,8.05,S,1,1,Mr
838,839,1,3,male,32.0,0,0,56.4958,S,1,1,Mr
839,840,1,1,male,28.0,0,0,29.7,C,1,1,Mr
840,841,0,3,male,20.0,0,0,7.925,S,1,1,Mr
841,842,0,2,male,16.0,0,0,10.5,S,1,1,Mr
842,843,1,1,female,30.0,0,0,31.0,C,1,1,Miss
843,844,0,3,male,34.5,0,0,6.4375,C,1,1,Mr
844,845,0,3,male,17.0,0,0,8.6625,S,1,1,Mr
845,846,0,3,male,42.0,0,0,7.55,S,1,1,Mr
846,847,0,3,male,28.0,8,2,69.55,S,11,0,Mr
847,848,0,3,male,35.0,0,0,7.8958,C,1,1,Mr
848,849,0,2,male,28.0,0,1,33.0,S,2,0,Other
849,850,1,1,female,28.0,1,0,89.1042,C,2,0,Mrs
850,851,0,3,male,4.0,4,2,31.275,S,7,0,Master
851,852,0,3,male,74.0,0,0,7.775,S,1,1,Mr
852,853,0,3,female,9.0,1,1,15.2458,C,3,0,Miss
853,854,1,1,female,16.0,0,1,39.4,S,2,0,Miss
854,855,0,2,female,44.0,1,0,26.0,S,2,0,Mrs
855,856,1,3,female,18.0,0,1,9.35,S,2,0,Mrs
856,857,1,1,female,45.0,1,1,164.8667,S,3,0,Mrs
857,858,1,1,male,51.0,0,0,26.55,S,1,1,Mr
858,859,1,3,female,24.0,0,3,19.2583,C,4,0,Mrs
859,860,0,3,male,28.0,0,0,7.2292,C,1,1,Mr
860,861,0,3,male,41.0,2,0,14.1083,S,3,0,Mr
861,862,0,2,male,21.0,1,0,11.5,S,2,0,Mr
862,863,1,1,female,48.0,0,0,25.9292,S,1,1,Mrs
863,864,0,3,female,28.0,8,2,69.55,S,11,0,Miss
864,865,0,2,male,24.0,0,0,13.0,S,1,1,Mr
865,866,1,2,female,42.0,0,0,13.0,S,1,1,Mrs
866,867,1,2,female,27.0,1,0,13.8583,C,2,0,Miss
867,868,0,1,male,31.0,0,0,50.4958,S,1,1,Mr
868,869,0,3,male,28.0,0,0,9.5,S,1,1,Mr
869,870,1,3,male,4.0,1,1,11.1333,S,3,0,Master
870,871,0,3,male,26.0,0,0,7.8958,S,1,1,Mr
871,872,1,1,female,47.0,1,1,52.5542,S,3,0,Mrs
872,873,0,1,male,33.0,0,0,5.0,S,1,1,Mr
873,874,0,3,male,47.0,0,0,9.0,S,1,1,Mr
874,875,1,2,female,28.0,1,0,24.0,C,2,0,Mrs
875,876,1,3,female,15.0,0,0,7.225,C,1,1,Miss
876,877,0,3,male,20.0,0,0,9.8458,S,1,1,Mr
877,878,0,3,male,19.0,0,0,7.8958,S,1,1,Mr
878,879,0,3,male,28.0,0,0,7.8958,S,1,1,Mr
879,880,1,1,female,56.0,0,1,83.1583,C,2,0,Mrs
880,881,1,2,female,25.0,0,1,26.0,S,2,0,Mrs
881,882,0,3,male,33.0,0,0,7.8958,S,1,1,Mr
882,883,0,3,female,22.0,0,0,10.5167,S,1,1,Miss
883,884,0,2,male,28.0,0,0,10.5,S,1,1,Mr
884,885,0,3,male,25.0,0,0,7.05,S,1,1,Mr
885,886,0,3,female,39.0,0,5,29.125,Q,6,0,Mrs
886,887,0,2,male,27.0,0,0,13.0,S,1,1,Other
887,888,1,1,female,19.0,0,0,30.0,S,1,1,Miss
888,889,0,3,female,28.0,1,2,23.45,S,4,0,Miss
889,890,1,1,male,26.0,0,0,30.0,C,1,1,Mr
890,891,0,3,male,32.0,0,0,7.75,Q,1,1,Mr
